Country,Geography,VAR,Variable,TIME,Value
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,72914
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,72271
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,72466
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,72173
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,70475
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,72697
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,72267
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,72735
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,73457
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,73562
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,74741
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,76992
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,78265
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,78065
Canada,Montreal,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,79471
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2001,170194
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2002,171113
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2003,171677
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2004,176191
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2005,180859
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2006,184627
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2007,190983
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2008,192586
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2009,188924
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2010,189251
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2011,193349
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2012,196967
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2013,203389
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2014,210458
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2015,217249
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2016,226367
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2017,233037
United States,Larimer,EMP_IND_TOTAL,Employment at place of work,2018,240134
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,88386
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,89450
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,92151
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,92860
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,93462
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,94164
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,95062
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,97377
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,98561
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,97783
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,99376
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,99800
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,100776
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,99080
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,101292
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,100959
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,98051
United States,Worcester,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,97340
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,39810
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,40164
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,40610
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,41219
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,41336
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,41223
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,41333
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,42007
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,41847
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,42878
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,43062
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,43625
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,44116
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,43946
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,45901
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,46391
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,46449
United States,Hampden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,46674
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,48236
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,49586
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,50207
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,51212
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,51419
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,50940
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,49805
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,48165
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,46644
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,47504
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,48313
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,47896
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,48215
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,48959
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,50270
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,51198
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,52122
United States,Montgomery (OH),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,53238
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,32283
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,32954
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,33929
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,35550
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,36552
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,37764
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,36389
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,36167
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,33104
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,34425
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,35096
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,34823
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,34453
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,34363
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,33969
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,33679
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,33907
United States,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,34553
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2001,1084938
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2002,1099722
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2003,1124044
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2004,1157385
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2005,1191410
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2006,1214206
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2007,1232558
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2008,1209043
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2009,1162375
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2010,1136573
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2011,1139388
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2012,1176096
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2013,1211648
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2014,1241767
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2015,1278950
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2016,1309331
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2017,1337172
United States,Sacramento,EMP_IND_TOTAL,Employment at place of work,2018,1378655
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,47144
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,48588
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,49201
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,51875
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,53834
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,53506
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,53912
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,53239
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,50332
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,50729
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,51917
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,52687
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,51994
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,51998
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,52825
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,53343
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,54317
United States,Jefferson (AL),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,55359
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,83949
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,88637
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,91440
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,95875
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,102733
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,102883
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,102592
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,98935
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,102511
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,94368
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,92853
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,89585
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,89401
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,90296
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,94142
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,94832
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,97461
United States,Sarasota,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,99645
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,49265
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,49817
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,51156
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,52491
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,53741
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,55538
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,55965
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,55608
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,53093
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,53918
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,53955
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,54466
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,55310
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,56291
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,58705
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,59732
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,61417
United States,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,63028
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,38018
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,37854
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,38179
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,39622
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,41493
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,42101
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,43392
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,45331
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,42310
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,42862
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,44461
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,43477
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,43956
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,41802
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,42503
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,41604
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,40590
United States,Erie (PA),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,41173
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,37612
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,39508
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,41979
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,45562
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,47125
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,48634
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,47216
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,42649
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,39365
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,37867
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,36681
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,36825
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,36906
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,37838
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,39450
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,41238
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,41025
United States,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,41508
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2001,377684
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2002,381688
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2003,385483
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2004,395353
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2005,403875
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2006,409139
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2007,416095
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2008,416205
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2009,406847
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2010,407693
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2011,416950
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2012,424738
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2013,430801
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2014,440027
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2015,449986
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2016,463031
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2017,467140
United States,Dane,EMP_IND_TOTAL,Employment at place of work,2018,473242
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2001,228307
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2002,224701
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2003,223492
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2004,226886
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2005,231269
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2006,231766
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2007,233972
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2008,234372
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2009,225854
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2010,223989
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2011,227447
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2012,228828
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2013,228832
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2014,230123
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2015,229912
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2016,228280
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2017,229926
United States,Scott,EMP_IND_TOTAL,Employment at place of work,2018,230157
Canada,Vancouver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,38193
Canada,Vancouver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,38690
Canada,Vancouver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,39218
Canada,Vancouver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,40799
Canada,Vancouver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,42089
Canada,Vancouver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,43506
Canada,Vancouver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,43762
Canada,Vancouver,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,42638
